Name,Owner,Address,Latitude,Longitude,Year
Friend at Hand,Dixon Thomas,Platt Terrace Somerstown London ,51.53372,-0.1315757,1839
Blue Posts,Jeffery William,6 Tottenham court road  London ,51.517239,-0.1314847,1839
Ship,Groves James,16 Tottenham Place  London ,51.517074,-0.1314334,1839
Rising Sun,Marshall Thos,12 Somers Place Somerstown London ,51.5333286,-0.1314331,1839
Two Ships,Whisson & Colliss,27 Old Compton Street  London ,51.5130422,-0.1313793,1839
Kings Head,Baylis John,29 Old Compton Street  London ,51.5129951,-0.1313733,1839
Exmouth Arms,Eves Charles M,Exmouth Street Euston square London ,51.527818,-0.1313718,1839
Jolly Gardeners,Seaward Jas,Cobourg Street Euston Square London ,51.527818,-0.1313718,1839
Seymour Arms,Bingley A W,42 Upper Seymour Street Euston Square London ,51.527818,-0.1313718,1839
Southampton Arms,Hayter John,41 Whittlebury Street Euston Square London ,51.527818,-0.1313718,1839
Horse and Dolphin,Hammond Francis,11 Macclesfield Street Soho London ,51.5121032,-0.1313489,1839
Crown,Thompson Matthew,3 green Street Leicester Square London ,51.511105,-0.1310987,1839
Hercules Pillars,Green Rd,7 Greek Street Soho London ,51.5146156,-0.1310916,1839
Falcon,Mitchell Jane,3 Sutton Street Soho London ,51.5155847,-0.1310711,1839
Marquess of Granby,King Sarah,13 Orange Street Borough London ,51.5092088,-0.1310667,1839
Bell,West John,25 New Tothill Street  London ,51.4997085,-0.131042,1839
Bell,Boulter Samuel,5 Leicester Street  London ,51.5109782,-0.1310257,1839
White Hart,Webster Robert,8 Market Street Oxford Street London ,51.5163931,-0.1309673,1839
Grapes,James John,12 Gerrard Street Soho London ,51.5119413,-0.1309526,1839
Masons Arms,Brown John,3 Oxford Market  London ,51.516401,-0.1308678,1839
Goat,Hutchinson Geo,25 Chenies Street Bedford Square London ,51.5185929,-0.1308632,1839
Flying Horse,Coombs Edward,2 Oxford Street  London ,51.5164026,-0.1308479,1839
Grapes,Pfeiffer Andrew,21 Old Compton Street  London ,51.5132451,-0.1307732,1839
Blenheim,Rudd Joseph,7 Bond Street Chelsea London ,51.5163255,-0.1306837,1839
Oxford Arms,Bill Mary Ann,Oxford Place Westminster Road London ,51.5162296,-0.1306505,1839
Freemasons Arms,Woodgate Jas,Suffolk Street Kings Cross London ,51.5083535,-0.130625,1839
George & Dragon,Ampleford Robert,22 Greek Street Soho London ,51.5138039,-0.1305158,1839
Hand and Raquet,Oldbury Thos,21 Whitcomb Street  London ,51.508952,-0.1304444,1839
Fox and Hounds,Edwards Chas,265 Tottenham Court Road  London ,51.516936,-0.1304373,1839
Carpenters Arms,Hentsch F. C.,8 Howland street Tottenham court road London ,51.516449,-0.1304144,1839
White Hart,Pain Thomas,18 Windmill Street Tottenham Court Road London ,51.516449,-0.1304144,1839
Cock,Temple Geo,62 Chalton Street Somerstown London ,51.5298352,-0.1303903,1839
Brecknock Arms,Stones James,Camden road east  London ,51.5479335,-0.1303586,1839
Horse Shoe,Chantry George,267 Tottenham Court Road  London ,51.5169789,-0.1302091,1839
Coach & Horses,Burman John,29 Greek Street Soho London ,51.5132705,-0.1301703,1839
Bee Hive,Gurney David,55 Brill Row  London ,51.5314951,-0.1301639,1839
Blue Boar,Davies William,111 Great Russell street  London ,51.5173917,-0.1300081,1839
Two Chairmen,Malcolm robert,20 1/2 Cockspur Street  London ,51.5078353,-0.129954,1839
Duke of Clarence,Tapp James,1 Clarence Place Camberwell London ,51.4545238,-0.1299339,1839
Falcon,Dent John,1 Lisle Street Leicester Square London ,51.5109159,-0.1299116,1839
Salisbury Arms,Howard George,9 Bear Street Leicester Square London ,51.5109159,-0.1299116,1839
Black Swan,Waite John,7 Ryders Court Leicester square London ,51.5109159,-0.1299116,1839
Kings Head,Dunning Sarah,48 Gerrard Street Soho London ,51.5121112,-0.1298791,1839
Fleece,Howell William,16 Marsham Street Westminster London ,51.4956422,-0.1298757,1839
Kings Arms,Mathey Louis Henry,7 Old Compton Street  London ,51.5136691,-0.1298039,1839
Three Tuns,Simpson Thomas,2 Moor Street Soho London ,51.5134682,-0.1297868,1839
Old Red Lion,Davidson Grace,12 Great Russell Street Covent Garden London ,51.5172439,-0.1296959,1839
Eagle,Kimble Frederick,12 Brecknock Place  London ,51.5492389,-0.1296827,1839
Eight Bells,Lambourn William,Little denmark Street  London ,51.5151803,-0.1296386,1839
Coffee House,Shepherd George,32 Chalton Street  London ,51.5292422,-0.1294131,1839
Crown,Marriott Thomas,36 High Street St Giles London ,51.5160009,-0.1293863,1839
Dukes Head,Stokes William,Great Peter Street Westminster London ,51.4969041,-0.1293843,1839
Lord Brougham,Muir A,55 High Street St Giles London ,51.5157374,-0.1293221,1839
Bedford Arms,Picnot Andre,17 Leicester Square  London ,51.5106872,-0.1292901,1839
Duke of York,Silcock William,Brill Crescent Somerstown London ,51.5319014,-0.1291999,1839
Duke of Wellington,Carlton Charles,15 Spring gardens  London ,51.5071578,-0.1291471,1839
Queens Head,Smith William,68 Marsham Street Westminster London ,51.4950624,-0.1290782,1839
Windmill,Dowsett Thomas,New Park Street Borough London ,51.4466765,-0.1290635,1839
Paviers Arms,Campbell John,Johnson Street Horseferry Road London ,51.4948834,-0.1290574,1839
Anchor & Hope,Pyle Charles,Horseferry Branch Road  London ,51.4948834,-0.1290574,1839
Old Kings Head,Howard Wm,Romney Terrace Horseferry Road London ,51.4948834,-0.1290574,1839
White Horse & Bower,Reeves John,Romney Terrace Horseferry Road London ,51.4948834,-0.1290574,1839
Kings Head,Odwell Simeon,6 Great Georges Row  London ,51.5012144,-0.1290303,1839
White Lion,Abbott John,16 High Street St Giles London ,51.5159696,-0.1289621,1839
White Bear,Randolph Geo Hy,28 Little Newport Street  London ,51.5117535,-0.1289404,1839
Rose & Crown,Foulkes Stephen,25 Little Newport Street  London ,51.5117535,-0.1289404,1839
Bear & Ragged Staff,Watkins James,11 Bear Street  London ,51.5109601,-0.1289388,1839
Hereford City,Gibson Alfred,4 Lichfield Street Soho London ,51.5127897,-0.1287603,1839
Green Man,Hewett Thomas,Green Street Bear Lane London ,51.5109372,-0.1286995,1839
Silver Cross,Jarvis Edw,25 Charing Cross  London ,51.5105714,-0.1286402,1839
Duke of Clarence,Aggleton Thomas,Pancras Place Somerstown London ,51.5334728,-0.1286371,1839
Cock,Piper William,17 Lichfield Street soho London ,51.512775,-0.1285049,1839
Crown,Davies John,4 Cranbourn Passage  London ,51.5113223,-0.1284545,1839
Crown,Lough Robert,40 Tufton Street Westminster London ,51.4964066,-0.128444,1839
Marquess of Hastings,Hobbs William,42 Ossulton Street Somerstown London ,51.5295086,-0.1284168,1839
Hand & Crown,Gardener Thos,9 Church Street St Giles London ,51.5153155,-0.1283988,1839
Robin Hood,Mason James,26 Church Street St Giles London ,51.5153155,-0.1283988,1839
Duke of Clarence,Loddy & Jones,34 Charing Cross Road  London ,51.5112462,-0.1283825,1839
Smiths Arms,Randall Geo,93 New Park Street Borough London ,51.4465262,-0.1283488,1839
Fishmongers Arms,Weston Thomas Richards,West Street Soho London ,51.5130702,-0.1282635,1839
Shades,Wiltshire John,28 Charing Cross  London ,51.5108242,-0.1282105,1839
Greyhound,Marshall Edw,7 New Compton Street Soho London ,51.5146187,-0.1280728,1839
Tavistock Arms,Maslin Wm,11 Tavistock Place Tavistock Square London ,51.5261719,-0.1280374,1839
Fleece,Ramford Samuel Howard,30 great George Street  London ,51.5011509,-0.1280361,1839
Two Brewers,Fowler Betty,10 Little Tufton Street  London ,51.4959631,-0.1279679,1839
Green Man,Rogers Wm,1 Little George Street Westminster London ,51.5007184,-0.1278973,1839
Horse Shoe,Bone William,Little George Street Westminster London ,51.5007184,-0.1278973,1839
Jolly Miller,Peacock Benjamin,51 Millbank Street Westminster London ,51.4895384,-0.1278841,1839
George & Dragon,Francis George,Vauxhall Row Kennington London ,51.4879863,-0.1278327,1839
White Lion,Moulder John,Vauxhall Row Lambeth London ,51.4879863,-0.1278327,1839
Admiral Vernon,Rose John B,Upper Ground Street Blackfriars London ,51.5073509,-0.1277583,1839
Dog & Duck,Phillips Unity,Princes Street Redlion Square London ,51.5073509,-0.1277583,1839
Elder Tree,Connor Esther,Elder Street Spiatl Square London ,51.5073509,-0.1277583,1839
Feathers,Byers George,Kensington Gravel Pits  London ,51.5073509,-0.1277583,1839
Fish,Andrews Jno,12 1/2 Fisher Street Redlion Square London ,51.5073509,-0.1277583,1839
General Wolfe,Nesling Timothy,8 Little Grays Inn Lane  London ,51.5073509,-0.1277583,1839
George,Brown Sarah,17 Carter Street Spitalfields London ,51.5073509,-0.1277583,1839
George,Elliott Thomas,43 Thomas Street Horselydown London ,51.5073509,-0.1277583,1839
George,Emmerson Johnm Blackwell,  London ,51.5073509,-0.1277583,1839
George,Schmonsees John,30 Pelham Street Spitalfields London ,51.5073509,-0.1277583,1839
George,Thompson Peter,9 Great Queen Street Lincolns Inn London ,51.5073509,-0.1277583,1839
Halfway House,Millis John Robert,Webber Street New Cut London ,51.5073509,-0.1277583,1839
Hare,Davies John,110 Brick Lane Spitalfields London ,51.5073509,-0.1277583,1839
Hare & Hounds,Banks Joseph,23 Buckridge Street Bloomsbury London ,51.5073509,-0.1277583,1839
Harp,Savory Henry,26 New Church Street Portman Market London ,51.5073509,-0.1277583,1839
Harrisons Arms,Wood Francis,28 Harriosn Street Grays Inn Road London ,51.5073509,-0.1277583,1839
Jamaica Tavern,Brewster R,Jamaica Level  London ,51.5073509,-0.1277583,1839
John O'Gaunt,Tucker Peter,52 Duke Street Lincolns Inn London ,51.5073509,-0.1277583,1839
Jolly Miller,Richardson William Beecham,Webber Row New Cut London ,51.5073509,-0.1277583,1839
Jolly Weavers,Meguin Charlotte,Wheeler Street Spitalfields London ,51.5073509,-0.1277583,1839
Lamb,Pardy William & Geo,Leadenhall Skin Market  London ,51.5073509,-0.1277583,1839
Laurel Tree,South Sophia,185 Brcik Lane Spitalfields London ,51.5073509,-0.1277583,1839
Lion and Lamb,Rogerson G W,14 Margaret Street Spafields London ,51.5073509,-0.1277583,1839
Magpie and Punch Bowl,Robinson Jacob,58 Bishopsgate Street within  London ,51.5073509,-0.1277583,1839
Marlborough Head,Field Geo,97 Bishopsgate Street within  London ,51.5073509,-0.1277583,1839
Marquess of Granby,Beckett John William,22 Pump Yard Ratcliff Cross London ,51.5073509,-0.1277583,1839
Marquess of Wellington,Pool Wm,16 New Street Horselydown London ,51.5073509,-0.1277583,1839
Newport Arms,Stebbing Henry James,Princes Row Newport Market London ,51.5073509,-0.1277583,1839
Northumberland Arms,Cordell Thomas,44 Fashion Street Spitalfields London ,51.5073509,-0.1277583,1839
Old Black Jack,Griggs Ann,11 Portsmouth Street Lincolns Inn fields London ,51.5073509,-0.1277583,1839
Old Catherine Wheel,Gedded John,40 Bishopsgate Street without  London ,51.5073509,-0.1277583,1839
Old Crown,Johnston Alexander,Brick Lane Spitalfields London ,51.5073509,-0.1277583,1839
Old Crown,Hopton James,7 Crown Street St Giles London ,51.5073509,-0.1277583,1839
Peacock,Webb Nicholas Walter,54 Holland Street Blackfriars London ,51.5073509,-0.1277583,1839
Phoenix,Dowling Jas,Phoenix Place Ratcliff Cross London ,51.5073509,-0.1277583,1839
Pied Bull,Holison Edward,17 Bury Street Bloomsbury London ,51.5073509,-0.1277583,1839
Plough,Bennett Thos,26 Museum Street Bloomsbury London ,51.5073509,-0.1277583,1839
Queens Head,Chaney Chas,1 King Street Rotherhithe Wall London ,51.5073509,-0.1277583,1839
Queens Head,Dennison A,Fashion Street Spitalfields London ,51.5073509,-0.1277583,1839
Queens Head,Hanstead Thos,Little Charlotte Street Blackfriars London ,51.5073509,-0.1277583,1839
Queens Head,Ridge John,73 Great Queen Street Lincolns Inn London ,51.5073509,-0.1277583,1839
Queens Head,Watts henry,5 Acton Street Grays Inn Road London ,51.5073509,-0.1277583,1839
Queens Head,Whittington E,3 Water Lane Blackfriars London ,51.5073509,-0.1277583,1839
Queens Head,Winterbottom Thomas,17 Freeschool Lane Borough London ,51.5073509,-0.1277583,1839
Railway,Leith John,side of Greenwich Railway  London ,51.5073509,-0.1277583,1839
Red Lion,Bentall John,20 Redlion Street Spitalfields London ,51.5073509,-0.1277583,1839
Red Lion,Drewry Jas,44 Cowcross Street Smithfield London ,51.5073509,-0.1277583,1839
Red Lion,Goodchild R,27 Upper King Street Bloomsbury London ,51.5073509,-0.1277583,1839
Red Lion,Hardy Jos,11 Upper Queens Buildings Brompton London ,51.5073509,-0.1277583,1839
Red Lion,Hayward Samuel,34 Spleer Street Spitalfields London ,51.5073509,-0.1277583,1839
Red Lion,Hicks James,Pearl Row Magdalen London ,51.5073509,-0.1277583,1839
St Anns Coffee House,Gurney James,30 Shoemaker Row City London ,51.5073509,-0.1277583,1839
St Martin,Jones Evan,13 Duke Street Adelphi London ,51.5073509,-0.1277583,1839
Salutation Tap,Ket Charles,3 1/2 Rose Street Newgate Market London ,51.5073509,-0.1277583,1839
Seckford Arms,Mawe William,Seckford Street  London ,51.5073509,-0.1277583,1839
Seven Stars,Fraser William,Brick Lane Spitalfields London ,51.5073509,-0.1277583,1839
Tackle Porters,Jones George,Coopers Row Crutchedfriars London ,51.5073509,-0.1277583,1839
Ten Bells,Waldron Edward,34 Church Street Spitalfields London ,51.5073509,-0.1277583,1839
Thistle and Crown,Haines Johnm 39 st Martins Lane,  London ,51.5073509,-0.1277583,1839
Three Crowns,Howard Chas,Worth Street North Spitalfields London ,51.5073509,-0.1277583,1839
Unicorn,Ramsey Henry,Unicorn Street Blackfriars London ,51.5073509,-0.1277583,1839
Union,Carr John,Union Terrace Bagnigge Wells London ,51.5073509,-0.1277583,1839
Union,Church Chas,15 Gun Street Spitalfields London ,51.5073509,-0.1277583,1839
Victory,Dallor John,16 Newnham Street Edgeware Road London ,51.5073509,-0.1277583,1839
Watermans Arms,Glanvile John,Pickleherring Street  London ,51.5073509,-0.1277583,1839
Weavers Arms,Butfoy Abraham,29 Browns Lane Spitalfields London ,51.5073509,-0.1277583,1839
Weavers Arms,Carter John,Pelham Street Spitalfields London ,51.5073509,-0.1277583,1839
Weavers Arms,Pettit Richard,1 Green Place Globe Fields London ,51.5073509,-0.1277583,1839
Weavers Arms,Thorpe Thos,Back Church Lane St Georges London ,51.5073509,-0.1277583,1839
White Bear,Wright John,18 Princes Street Redlion Sqaure London ,51.5073509,-0.1277583,1839
Wonder,Morgan Thomas,112 Bishopsgate without  London ,51.5073509,-0.1277583,1839
Yorkshire Grey,Cowley Henry,30 Hart Street Bloomsbury London ,51.5073509,-0.1277583,1839
Yorkshire Grey,Tapp Edw,3 Great Whitelion Street Spitalfields London ,51.5073509,-0.1277583,1839
Alfreds Arms,Osborne Thomas,38 Union Street Spitalfields London,51.5073509,-0.1277583,1839
Angel,Ramsay John,61 High Street Bloomsbury London ,51.5073509,-0.1277583,1839
Angel,Wilder Philip,1 Webber Street New Cut London ,51.5073509,-0.1277583,1839
Angel and Crown,Vickress Thomas,6 Crispin Street Spitalfields London ,51.5073509,-0.1277583,1839
Antelope,Dorman Henry,1 Upper Coleshill Street  London ,51.5073509,-0.1277583,1839
Archer,Reeve Thomas,20 Newton Street St Giles London ,51.5073509,-0.1277583,1839
Bedford Head,Oliver Thomas,5 Upper King Street Bloomsbury London ,51.5073509,-0.1277583,1839
Bell,Reeve J W,2 Bell Yard Newgate Market London ,51.5073509,-0.1277583,1839
Belle Sauvage tap,Edwards Thomas,Belle Sauvage Road  London ,51.5073509,-0.1277583,1839
Ben Jonson,Busher J,Pelham Street Spitalfields London ,51.5073509,-0.1277583,1839
Black Lion,Cubitt Thomas,Castle Street Bloomsbury London ,51.5073509,-0.1277583,1839
Black Lion,Pearce Henry,6 Bishopsgate Street within  London ,51.5073509,-0.1277583,1839
Black Raven,Simpson Morton,135 Bishopsgate without  London ,51.5073509,-0.1277583,1839
Blue Coat Boy,Corry William,Dorset street Spitalfields London ,51.5073509,-0.1277583,1839
Blue Last & Sugar Loaf,Bratt William,Water lane Blackfriars London ,51.5073509,-0.1277583,1839
Blue Lion,Farren James & Co. 99 Holborn Hill,  London ,51.5073509,-0.1277583,1839
Blue Posts,Boorer George,7 Holborn bars  London ,51.5073509,-0.1277583,1839
Blue Posts,Stroud James,4 Fulwoods rents  London ,51.5073509,-0.1277583,1839
Bricklayers Arms,Scott Robert,12 Earl street Blackfriars London ,51.5073509,-0.1277583,1839
Britannia,Spratt William,Back road St. Georges E. London ,51.5073509,-0.1277583,1839
British Oak,Barker Arthur,Baltie street St Lukes London ,51.5073509,-0.1277583,1839
British Sailor,Sanders John,47 New Church street Portman market London ,51.5073509,-0.1277583,1839
Brown Bear,Codgbrook Thos.,63 Broad street Bloomsbury London ,51.5073509,-0.1277583,1839
Buffalo,Pool Robert,Brett’s buildings  London ,51.5073509,-0.1277583,1839
Bull and Mouth,Larcombe William,31 Hart street Bloomsbury London ,51.5073509,-0.1277583,1839
Bulls Head,Martlitt John,16 Peter street Cowcross London ,51.5073509,-0.1277583,1839
Castle,Chapman Wm.,10 Castle street Bloomsbry London ,51.5073509,-0.1277583,1839
Castle,Ford Edwd.,3 Portugal street Lincoln’s Inn London ,51.5073509,-0.1277583,1839
Castle,Ketty Susannah,Quaker street Spitalfields London ,51.5073509,-0.1277583,1839
Catherine Wheel,Burton Joseph,43 Bishopsgate without  London ,51.5073509,-0.1277583,1839
City Arms,Float William. 4 Popes Head Alley,  London ,51.5073509,-0.1277583,1839
Coach & Horses,Lemon William,Bear Yard Lincolns Inn London ,51.5073509,-0.1277583,1839
Coopers Arms,Cutts Chas,Brunswick Street Blackwall London ,51.5073509,-0.1277583,1839
Crown,Bell Edward,2 Thorney Street Bloomsbury London ,51.5073509,-0.1277583,1839
Crown,Campbell James,22 Butcherhall Lane  London ,51.5073509,-0.1277583,1839
Crown,Foxall Chas,16 Museum Street Bloomsbury London ,51.5073509,-0.1277583,1839
Crown,Hill Henry,9 John Street Spitalfields London ,51.5073509,-0.1277583,1839
Crown,Mousley Jno,Butlers Buildings Smithfield London ,51.5073509,-0.1277583,1839
Crown,Pickles Thomas,6 Lad Lane City London ,51.5073509,-0.1277583,1839
Duke of Marlborough,Aves Thos,32 Pelham Street Spitalfields London ,51.5073509,-0.1277583,1839
Duke of Marlborough,Deanes Harriet,St Katherines steam wharf  London ,51.5073509,-0.1277583,1839
Duke of Sussex,Clark John,12 Gibson Street Waterloo Road London ,51.5073509,-0.1277583,1839
Duke of Wellington,Jones John,153 Bishopsgate Street without  London ,51.5073509,-0.1277583,1839
Duke of Wirtemberg,Marshall Thomas,44 Hatfield Street New Cut London ,51.5073509,-0.1277583,1839
Duke of York,Carpenter William,New Church Street Portman Market London ,51.5073509,-0.1277583,1839
Duke of York,Davy John,7 Henry street Grays Inn Road London ,51.5073509,-0.1277583,1839
Duke of York,Marks Richard,19 Liquorpond Street  London ,51.5073509,-0.1277583,1839
Duke of York,Millwood Edward,Kensington Gravel Pits  London ,51.5073509,-0.1277583,1839
Dutchess of York,Perry Joseph,York Street Locksfields London ,51.5073509,-0.1277583,1839
Fitzroy Arms,Byrne Thomas,19 Cardington Street Hampstead Road London ,51.5073509,-0.1277583,1839
Five Pipes,Hughes William,Pickle Herring Street  London ,51.5073509,-0.1277583,1839
Fleur de Lis,Titchiner John,Blossom street Spitalfields London ,51.5073509,-0.1277583,1839
Flower Pot,Lewis Edward,115 Bishopsgate within  London ,51.5073509,-0.1277583,1839
Folly House,Spencer John,Folly walk Blackwall London ,51.5073509,-0.1277583,1839
Founders Arms,Allen Jno,214 Brick Lane Spitalfields London ,51.5073509,-0.1277583,1839
Founders Arms,Fryer Thomas,8 Holland Street Blackfriars London ,51.5073509,-0.1277583,1839
Fountain,Frost William,10 New Street Horselydown London ,51.5073509,-0.1277583,1839
Fountain,Kitson William Robert,New Street Horselydown London ,51.5073509,-0.1277583,1839
Fox,Hulme Eleanor,3 Duke Street Bloomsbury London ,51.5073509,-0.1277583,1839
Fox,Wilder William,Western Adelphi Wharf  London ,51.5073509,-0.1277583,1839
Fox & Knot,Pettinger Mary,Fox & Knot Court Snowhill London ,51.5073509,-0.1277583,1839
Frying Pan,Vanderstein Chas,207 Brick Lane Spitalfields London ,51.5073509,-0.1277583,1839
George & Crown,Nicholas Thomas,Broad Street Bloomsbury London ,51.5073509,-0.1277583,1839
George IV,Swallow Richard,Green Street Globe Fields London ,51.5073509,-0.1277583,1839
Glaziers Arms,Sinclair John,Water Lane Blackfriars London ,51.5073509,-0.1277583,1839
Globe,Draper Johnm 91 Hatton Garden,  London ,51.5073509,-0.1277583,1839
Globe,Howe Thos,Brunswick Street Blackwall London ,51.5073509,-0.1277583,1839
Globe,Simpson John,25 Liquorpond Street  London ,51.5073509,-0.1277583,1839
Goat,Pay William,Abdy Street Horselydown London ,51.5073509,-0.1277583,1839
Golden Hart,Coles Charles,7 Phoenix Street Spitalfields London ,51.5073509,-0.1277583,1839
Golden Hind,Waldie William,16 Little Morrfields  London ,51.5073509,-0.1277583,1839
Golden Lion,Ball Wm,Goodmans Yard Goodmans Fields London ,51.5073509,-0.1277583,1839
Golden Lion,Horance Hy,Leman Street Goodmans Fields London ,51.5073509,-0.1277583,1839
Goldsmiths Arms,Pocock Johnm 42 Bedfordbury,  London ,51.5073509,-0.1277583,1839
Grapes,Holt Benj,15 Crispin Street Spitalfields London ,51.5073509,-0.1277583,1839
Grapes,Moffatt John,17 Duke Street Lincolns Inn London ,51.5073509,-0.1277583,1839
Grasshopper,Hunter Andrew,Charles Street Mile End New Town London ,51.5073509,-0.1277583,1839
Green Dragon Tap,Godfrey John,68 Bishopsgate within  London ,51.5073509,-0.1277583,1839
Green Dragon,Jones Wm,47 Halfmoon Street Bishopsgate Street London ,51.5073509,-0.1277583,1839
Green Dragon,Sowerby Jno,188 Bishopsgate Street without  London ,51.5073509,-0.1277583,1839
Grey Eagle,George Wm,Quaker Street Spitalfields London ,51.5073509,-0.1277583,1839
Griffin,Baylis Thomas,5 Liquorpond Street  London ,51.5073509,-0.1277583,1839
Gun,Plummer Jos,Coldharbour Blackwall London ,51.5073509,-0.1277583,1839
Gun and Tent,Moyce Jane,9 Fort Street Spitalfields London ,51.5073509,-0.1277583,1839
Hercules Pillars,Horne Robert,18 Great Queen Street Lincolns Inn London ,51.5073509,-0.1277583,1839
Hitor Miss,Andrews Samuel,1 Little Wild Street Lincolns Inn Fields London ,51.5073509,-0.1277583,1839
Hoop,Gore Henry,Kensington Gravel Pits  London ,51.5073509,-0.1277583,1839
Horse and Groom,Greer Mary,19 Portugal Street Lincolns Inn London ,51.5073509,-0.1277583,1839
Kings Arms,Bingley Benjamin,1 Wood Street Spafields London ,51.5073509,-0.1277583,1839
Kings Arms,Brooks Benjamin,27 Exmouth Street Spitalfields London ,51.5073509,-0.1277583,1839
Kings Arms,Cheeseman Robert,Sun Tavern Fields  London ,51.5073509,-0.1277583,1839
Kings Arms,Cook James,20 Wilkes Street Spitalfields London ,51.5073509,-0.1277583,1839
Kings Arms,Matthews John,John Street Limehouse Fields London ,51.5073509,-0.1277583,1839
Kings Arms,Sharples Thomas,42 Sclater Street Spitalfields London ,51.5073509,-0.1277583,1839
Kings Arms,Thornby Hamond,106 Bishopsgate within  London ,51.5073509,-0.1277583,1839
Kings Head,Crofton Sarah,14 Earl Street Blackfriars London ,51.5073509,-0.1277583,1839
Kings Head,Fellows John,31 Museum Street Bloomsbury London ,51.5073509,-0.1277583,1839
Kings Head,Hackwell John,14 Little Whitelion Street  London ,51.5073509,-0.1277583,1839
Kings Head,Holmes Alex,36 Little Queen Street Lincolns Inn London ,51.5073509,-0.1277583,1839
Kings Head,Reeves Richard,6 Duke Street Lincolns Inn London ,51.5073509,-0.1277583,1839
Kings Head,Scrivener Samuel,1 Great Mitchell Street St Lukes London ,51.5073509,-0.1277583,1839
Kings Head,Stevens John,15 Broad Street Bloomsbury London ,51.5073509,-0.1277583,1839
Kings Head,Walter John,13 Great Rider Street St James London ,51.5073509,-0.1277583,1839
Lord High Admiral,Wells Thos,29 New Church Road Portman Market London ,51.5073509,-0.1277583,1839
Lord Nelson,Alderman William Henry,114 Bishopsgate Street without  London ,51.5073509,-0.1277583,1839
Lord Wellington,Gale James,6 Baalzephon Street Borough London ,51.5073509,-0.1277583,1839
Mitre,Morley William,Newchurch Street Portman market London ,51.5073509,-0.1277583,1839
Old Hob,Atkins Joseph Pinder,Brunswick street Blackwall London ,51.5073509,-0.1277583,1839
Old Swan,Gabittiss Martin,Steymans Row  London ,51.5073509,-0.1277583,1839
Old Vineyard,Cresswell Wm,Chapel Row spitalfields London ,51.5073509,-0.1277583,1839
Olive Branch,Mason Fras,Sidmouth Place Grays Inn Road London ,51.5073509,-0.1277583,1839
One Swan,Walker Mary Ann,180 Bishopsgate Street without  London ,51.5073509,-0.1277583,1839
Orange Tree,Parish Wm,4 Orange Street Redlion Square London ,51.5073509,-0.1277583,1839
Poulterers Arms,Sweet Richard,Poultry Market Leadenhall London ,51.5073509,-0.1277583,1839
Red Lion,Press Edward,22 Phoenix Street Spitalfields London ,51.5073509,-0.1277583,1839
Rising Sun,Yetton Peter Jno,1 Globe Lane Globe Fields London ,51.5073509,-0.1277583,1839
Rodneys Head,Green John,Little Suffolk Street Borough London ,51.5073509,-0.1277583,1839
Rose & Crown,Cole Jas,Back Church Lane St Georges London ,51.5073509,-0.1277583,1839
Rose & Crown,Cooper James,44 Broad Street St Giles London ,51.5073509,-0.1277583,1839
Rose & Crown,Mallett James,Whitefriars New Wharf  London ,51.5073509,-0.1277583,1839
Rose & Crown,Neuth Joseph,6 Booth Street Spitalfields London ,51.5073509,-0.1277583,1839
Rose & Crown,Turner William Carey,24 Fort Street Spitalfields London ,51.5073509,-0.1277583,1839
Royal Oak,Davies Thomas,Princes Street Portman Market London ,51.5073509,-0.1277583,1839
Royal Oak,Firth Joseph,10 Granby Street Waterloo Road London ,51.5073509,-0.1277583,1839
Running Horse,Chiffin Chas,18 Little Queen Street Lincolns Inn London ,51.5073509,-0.1277583,1839
Ship,Deffer John,Wheeler Street Spitalfields London ,51.5073509,-0.1277583,1839
Ship,Ingram Hannah,76 Brunswick Street Blackwall London ,51.5073509,-0.1277583,1839
Ship,Lardner James,19 New Street Horselydown London ,51.5073509,-0.1277583,1839
Ship,Murray Thomas,Wells Street Mile End New Town London ,51.5073509,-0.1277583,1839
Ship,Sanders William Jno,1 Little Bridge Street Blackfriars London ,51.5073509,-0.1277583,1839
Shipwrights Arms,Saul David,19 Emmett Street Limehouse Hole London ,51.5073509,-0.1277583,1839
Shoulder of Mutton and Pig,Longley Elizabeth,77 Brunswick Street Blackwall London ,51.5073509,-0.1277583,1839
Sir Hans Soanes Head,New Street,New Brompton  London ,51.5073509,-0.1277583,1839
Sir Hugh Myddleton,Wells Edward,11 Myddleton Place Sadlers Wells London ,51.5073509,-0.1277583,1839
Sir Paul Pinder,Bromley T H,169 Bishopsgate Street without  London ,51.5073509,-0.1277583,1839
Spread Eagle,Harris Sarah,53 Broad Street St Giles London ,51.5073509,-0.1277583,1839
Star,Agland Samuel,40 Wilkes Street Spitalfields London ,51.5073509,-0.1277583,1839
Sturt Arms,Taplin Samuel,27 Critchell Place  London ,51.5073509,-0.1277583,1839
Sugar Loaf,Brownrigg James,40 Great Queen Street Lincolns Inn London ,51.5073509,-0.1277583,1839
Sun,Barton Ann Reb,140 Bishopsgate without  London ,51.5073509,-0.1277583,1839
Sun,Gower Joseph,6 Sclater Street Spitalfields London ,51.5073509,-0.1277583,1839
Sun,Sizeland Wm,16 Shoemaker Row City London ,51.5073509,-0.1277583,1839
Sun,Wyatt Ann,4 Foregate Street Clements Inn London ,51.5073509,-0.1277583,1839
Swan,Abrahams John,Ubsdell Row  London ,51.5073509,-0.1277583,1839
